127	102315.6699	38662.05	40.29	5	5
128	149764.0927	102126.32	40.35	5	5
129	140966.2627	109447.86	40.44	9	9
130	79749.0636	70437.44	40.52	3	3
131	127075.627	115132.82	40.9	5	5
132	87051.9055	50628.43	40.92	3	3
338	137356.9586	37413.2	41.25	5	5
136	155658.5379	95717.89	41.29	7	7
133	92588.1752	43931.21	41.34	5	3
135	89890.6824	46472.35	41.4	3	3
134	78897.3007	68868.57	41.57	3	3
137	97700.3144	39768.73	41.58	5	5
139	83220.5738	55407.63	41.63	3	3
138	138978.8331	111996.46	41.7	3	5
141	103168.6159	36330.65	42.05	5	5
140	139168.0531	37114.01	42.31	5	5
142	77763.0733	70385.08	42.5	3	3
143	146564.6742	108162.57	42.59	7	7
144	105086.5468	34732.57	42.81	5	5
145	82013.6924	53690.73	43.51	5	3
146	79389.8334	58597.69	43.77	5	5
149	88612.8064	44408.12	43.75	3	3
150	100967.7447	35238.56	43.96	7	7
148	97061.7904	37364.3	43.96	5	5
152	91949.3673	40227.5	44.58	5	5
154	98979.4454	35333.35	44.77	5	5
153	102601.6082	33550.92	44.82	5	5
155	145637.0867	111883.81	45.03	9	9
157	85702.5027	45618.27	45.09	3	3
158	145565.843	112114.39	45.18	7	7
156	125441.3685	119853.39	45.33	5	5
160	82438.3475	49711.34	45.22	3	3
159	138617.9057	116331.81	45.46	3	3
162	79671.8836	53924.38	45.46	5	5
350	74882.5583	68786.69	45.55	5	5
161	155905.6457	46324.38	45.83	3	3
163	76906.9343	59724.05	45.7	7	7
165	81019.2587	50994.81	45.73	5	5
166	78466.132	55527.4	45.84	3	3
164	75277.5725	64583.21	45.92	5	5
167	148046.1879	111424.28	46.07	5	5
168	78323.9745	54977.35	46.2	3	3
169	78182.1208	55148.95	46.25	3	3
173	143860.8383	115043.32	46.73	5	5
172	90955.3806	38253.06	46.74	7	7
171	73647.9828	68143.01	46.87	5	5
170	78819.7703	52644.73	46.81	3	3
174	155423.9296	106109.41	47.22	5	5
321	143483.669	116091.61	47.45	7	7
175	77826.2243	52691.41	47.67	7	7
176	140243.4145	118408.55	48.02	5	5
361	95899.108	116574.6	48.2	5	7
178	76762.1645	53689.81	48.17	3	3
177	74724.8822	91966.59	48.43	7	7
179	79527.8579	48466.87	48.34	3	3
180	81727.1939	45228.7	48.42	3	3
182	78534.7149	49812.68	48.46	3	3
181	78180.0821	50386.09	48.48	3	3
183	73784.4598	58736.03	48.97	5	5
184	71660.7187	66359.33	49.11	5	5
186	161314.7815	101438.08	49.11	7	7
188	83217.0958	42126.73	49.25	5	5
185	88967.1853	36614.89	49.26	3	3
187	76051.7037	52094.4	49.52	5	5
189	138823.2778	120848.49	49.69	9	7
190	97134.095	30778.75	49.66	5	3
192	74420.8741	54789.26	49.83	5	5
191	93938.0265	32478.95	49.76	7	5
193	154776.2195	110936.02	50.1	5	5
194	71374.0885	61940.73	50.34	5	5
195	78746	45802.59	50.48	5	5
196	70524.1087	63979.8	50.69	5	5
197	72647.9069	56645.24	50.76	3	3
199	84281.2174	38673.41	50.86	3	3
198	171018.7851	75693.21	50.99	3	3
200	143639.4218	120220.67	51.15	5	5
201	99691.6153	27973.78	51.1	3	3
202	68896.2091	69126.03	51.45	5	5
204	81370.7226	40461.4	51.74	3	3
203	82506.2916	39087.7	51.84	3	5
205	72362.4918	54102.43	51.99	3	3
207	75623.6311	47702.5	52.05	5	5
206	73283.7067	51832.78	52.11	5	5
208	94009.323	29504.66	52.28	3	3
209	79738.0329	41136.83	52.54	3	3
352	166285.9839	99713.08	52.51	5	5
210	163291.0199	104678.88	52.55	3	3
211	169842.2438	91844.64	52.63	3	5
212	160249.9467	40058.58	53.18	3	3
213	85984.5138	34302.49	52.94	3	3
214	76402.7639	44305.11	53.26	5	5
215	70376.2107	55205.63	53.4	3	3
336	146873.6629	121217.69	53.58	7	7
216	132158.6228	127178.05	53.72	5	5
219	88824.7521	31155.48	53.69	3	3
218	68463.2383	59252.66	53.87	7	7
217	67472.6294	62761.5	53.93	3	3
220	173554.1718	82156.29	54.02	5	5
223	76827.7012	42202.61	54.15	3	3
221	92233.7833	28331.25	54.19	3	3
222	65917.7246	69841.1	54.34	5	5
224	98769.0748	24757.7	54.42	3	3
225	72500.6764	48014.68	54.58	5	5
228	146254.6965	122832.84	54.68	7	7
229	164348.8094	106720.39	54.59	7	7
227	94071.3159	123291.11	54.96	5	5
226	79197.9061	111681.64	54.99	7	7
230	70727.917	50592.43	54.95	5	5
232	152775.9777	119275.93	55.19	7	7
231	73918.2309	44422.59	55.25	7	5
233	90600.1736	27708.16	55.57	3	3
334	99735.6294	23039.76	55.64	3	3
235	68245.3387	52584.82	56.37	3	3
236	83356.5123	32138.65	56.29	3	3
237	75832.4294	39507.69	56.59	3	3
340	73335.1913	42831.87	56.62	3	3
238	66686.4718	55625.86	56.7	5	5
239	77038.6789	37904.08	56.68	3	3
240	70795.7315	45889.45	57.12	5	5
357	137874.7884	129822.24	57.8	5	5
322	94826.8792	22999.52	57.65	3	3
241	87190.7899	27211.55	57.86	3	3
242	69305.7245	46825.5	57.95	5	5
243	63497.753	60638.59	58.29	3	3
244	72567.4439	41146.9	58.21	3	3
344	119098.243	133476.1	58.64	5	5
245	64415.5617	55484.94	58.89	3	3
247	177720.7529	87945.71	59.16	9	9
364	65051.6951	52549.31	59.33	5	5
246	62079.8376	61776.26	59.41	3	3
248	179393.9771	73215.07	59.38	5	5
249	60526.7225	69431.35	59.75	5	5
250	63351.5119	55905.71	59.76	3	3
325	74786.7708	35877.33	59.71	3	3
251	79024.1402	31314.55	59.81	3	3
252	62148.0812	58950	60.03	3	3
151	174497.1498	100220.01	60.09	9	9
253	58467.3085	67157.31	62.04	7	5
254	67243.3846	41955.7	62.2	5	5
256	179898.913	94552.08	63.03	9	9
255	65611.2115	42774.93	63.17	7	7
257	60510.399	53277.66	63.31	3	3
354	89704.8222	19246.23	63.33	7	5
360	156462.7791	127060.8	63.67	9	9
259	66815.3999	39440.93	63.92	5	5
258	64050.2983	43796.76	64.02	7	7
261	68233.7733	37291.9	63.98	7	7
260	57890.6134	58757.39	64.19	5	5
262	58099.4231	55039.04	65.02	5	5
332	60341.2011	47402.86	65.7	7	7
263	63904.1919	39208.13	66.49	7	7
362	57552.6012	99484.44	67.16	7	7
264	52510.2173	68298.81	67.84	3	3
265	52215.0785	59413.83	69.55	5	5
266	50875.4528	65799.85	69.75	3	3
267	59927.1684	38242.99	70.37	3	3
268	53125.0388	49504.23	71.55	3	3
328	177918.1158	118087.38	72.25	7	7
269	57665.6413	112026.54	72.61	7	5
270	177843.9115	119274.54	72.91	7	5
273	50288.8572	51635.59	73.5	3	3
271	47676.3572	61005.54	73.67	7	7
272	52343.3294	104169.11	73.77	7	7
274	45344.0887	67003.95	75.1	3	3
353	46165.2106	61057.43	75.14	5	5
275	51285.8834	108192.1	76.41	3	3
276	46388.3473	53610.46	76.64	3	3
326	171693.391	131436.39	76.62	3	3
277	47588.7514	49414.55	76.78	3	3
278	43918.3939	62519.17	77.11	5	5
279	44403.4222	55000.86	78.19	3	3
347	44327.6922	51915.51	79.1	3	3
280	43899.7479	50555.92	79.91	3	3
281	44604.1857	47104.4	80.37	3	3
356	63847.8332	134222.81	81.74	5	5
359	50092.2203	32219.71	81.91	7	5
283	42683.3039	44373.91	83.13	5	5
323	36765.6843	69670.36	83.43	5	5
284	39854.6952	50828.35	83.7	3	3
285	40061.1078	46968.45	84.69	3	3
365	41827.0171	41655.19	84.96	3	3
286	34774.5874	66938.18	85.62	7	5
287	45212.0396	120305.57	87.55	3	3
288	32716.9649	66683.66	87.7	5	5
342	35999.0648	100548.05	87.87	7	7
289	34029.9305	48199.5	90.04	5	5
290	27542.9694	68755.12	92.69	7	7
291	30313.628	106270.96	95.06	5	5
292	42358.5883	19062.18	95.63	5	5
293	28700.1178	45116.27	96.05	3	3
294	32456.5402	115375.58	96.5	5	5
358	28131.223	44634.77	96.74	3	3
295	26643.4196	46015.86	97.74	3	3
296	21863.0578	97432.39	100.73	5	5
297	14115.4809	60305.25	106.91	3	3
299	18463.4028	39015.75	107.7	3	3
300	11142.2991	89751.66	109.9	5	5
301	15971.1578	36109.94	111.04	3	3
348	5288.9029	75243.61	114.74	5	7
302	11194.203	28747.53	118.2	3	3
343	16756.7498	11923.97	120.93	5	5
303	8683.5644	19654.26	124.28	3	3
341	5853.3958	129711.37	126.68	5	5
304	2704.3159	15768	131.36	3	3
324	4316.0145	7897.37	133.69	3	3
